,Make,Mean Model Price (£),Year,Mileage,Transmission,Engine Size (L),Fuel Type,Actual Car Price (£),Indicated Value
422,vauxhall,3086.220588235294,2010,74447,Manual,1.4,Petrol,2399,Great
423,vauxhall,5872.614054054054,2010,39043,Manual,1.4,Petrol,3075,Great
424,vauxhall,5872.614054054054,2010,93000,Manual,1.0,Petrol,1975,Good
425,vauxhall,5040.207920792079,2010,87000,Manual,2.0,Diesel,3995,Fair
426,vauxhall,4687.431330472104,2010,63361,Manual,1.6,Petrol,2695,Great
427,vauxhall,4687.431330472104,2010,85000,Manual,1.6,Petrol,2395,Good
428,vauxhall,5872.614054054054,2010,87000,Manual,1.4,Petrol,1990,Great
429,vauxhall,4687.431330472104,2010,88679,Manual,1.4,Petrol,2820,Good
430,vauxhall,4687.431330472104,2010,73132,Manual,2.0,Petrol,2990,Good
431,vauxhall,4687.431330472104,2010,80800,Manual,1.6,Petrol,2550,Great
432,vauxhall,4687.431330472104,2010,64000,Manual,1.4,Petrol,3295,Fair
433,vauxhall,4687.431330472104,2010,99000,Manual,1.6,Petrol,2350,Great
434,vauxhall,2624.614285714286,2010,82000,Manual,1.9,Diesel,3290,Fair
435,vauxhall,3086.220588235294,2010,70000,Manual,1.4,Petrol,2490,Fair
436,vauxhall,4687.431330472104,2010,85000,Manual,1.4,Petrol,2630,Great
437,vauxhall,4687.431330472104,2010,103000,Manual,1.6,Petrol,2488,Great
438,vauxhall,3086.220588235294,2010,74842,Manual,1.4,Petrol,2495,Good
439,vauxhall,4687.431330472104,2010,78000,Manual,1.6,Petrol,2995,Fair
440,vauxhall,5872.614054054054,2010,101000,Manual,1.2,Petrol,1595,Great
441,vauxhall,5040.207920792079,2010,98715,Manual,2.0,Diesel,2500,Good
442,vauxhall,5872.614054054054,2010,90000,Manual,1.0,Petrol,1995,Fair
443,vauxhall,4687.431330472104,2010,96237,Manual,1.4,Petrol,2295,Great
444,vauxhall,4687.431330472104,2010,66244,Manual,1.6,Petrol,3499,Higher
445,vauxhall,5040.207920792079,2010,97000,Manual,2.0,Diesel,1995,Lower
446,vauxhall,4687.431330472104,2010,58000,Automatic,1.6,Petrol,3695,Great
447,vauxhall,4687.431330472104,2010,75000,Manual,1.6,Petrol,2595,Good
448,vauxhall,5872.614054054054,2010,84143,Manual,1.4,Petrol,2500,Good
449,vauxhall,5872.614054054054,2010,86000,Manual,1.2,Petrol,1795,Great
450,vauxhall,5872.614054054054,2011,107000,Manual,1.2,Petrol,1995,Lower
451,vauxhall,5872.614054054054,2011,88000,Manual,1.2,Petrol,2295,Lower
452,vauxhall,3086.220588235294,2011,89000,Manual,1.4,Petrol,1550,Lower
453,vauxhall,3086.220588235294,2011,79874,Manual,1.7,Diesel,2725,Great
454,vauxhall,2624.614285714286,2011,81077,Manual,1.7,Diesel,1990,Lower
455,vauxhall,4687.431330472104,2011,108000,Manual,1.4,Petrol,1895,Great
456,vauxhall,5872.614054054054,2011,88000,Manual,1.2,Petrol,1990,Lower
457,vauxhall,5040.207920792079,2011,58000,Manual,1.8,Petrol,3245,Lower
458,vauxhall,5872.614054054054,2011,93475,Manual,1.2,Petrol,1595,Lower
459,vauxhall,3086.220588235294,2011,49000,Manual,1.4,Petrol,3599,Fair
460,vauxhall,3086.220588235294,2011,44000,Manual,1.3,Diesel,3375,Great
461,vauxhall,5872.614054054054,2011,62000,Manual,1.0,Petrol,1995,Lower
462,vauxhall,4687.431330472104,2011,113218,Manual,2.0,Diesel,1995,Lower
463,vauxhall,5872.614054054054,2011,29466,Manual,1.2,Petrol,4000,Good
464,vauxhall,5872.614054054054,2011,65646,Manual,1.0,Petrol,1999,Lower
465,vauxhall,5872.614054054054,2011,82000,Manual,1.2,Petrol,2790,Lower
466,vauxhall,5872.614054054054,2011,85400,Manual,1.2,Petrol,2399,Good
467,vauxhall,5872.614054054054,2011,111200,Manual,1.2,Petrol,1695,Great
468,vauxhall,5040.207920792079,2011,97915,Manual,2.0,Diesel,2600,Lower
469,vauxhall,5872.614054054054,2011,90000,Manual,1.0,Petrol,1690,Great
470,vauxhall,5872.614054054054,2011,93000,Manual,1.4,Petrol,2195,Lower
471,vauxhall,2624.614285714286,2011,92500,Manual,1.8,Petrol,2499,Lower
472,vauxhall,5040.207920792079,2011,86000,Manual,2.0,Diesel,3000,Good
473,vauxhall,5040.207920792079,2011,121001,Manual,1.8,Petrol,1999,Lower
474,vauxhall,3086.220588235294,2011,91000,Manual,1.4,Petrol,1895,Lower
475,vauxhall,5872.614054054054,2011,98158,Manual,1.3,Diesel,2850,Fair
476,vauxhall,3086.220588235294,2011,64000,Manual,1.7,Diesel,3250,Good
477,vauxhall,4687.431330472104,2011,98363,Manual,1.7,Diesel,2290,Great
478,vauxhall,5872.614054054054,2011,80549,Manual,1.3,Diesel,2290,Great
479,vauxhall,5872.614054054054,2011,68090,Manual,1.3,Diesel,2694,Fair
480,vauxhall,3086.220588235294,2011,37764,Manual,1.4,Petrol,3750,Great
481,vauxhall,5040.207920792079,2011,65000,Manual,1.8,Petrol,3000,Lower
482,vauxhall,5040.207920792079,2011,76000,Manual,2.0,Diesel,2995,Lower
483,vauxhall,2624.614285714286,2011,90667,Manual,1.8,Petrol,2595,Great
484,vauxhall,2624.614285714286,2011,73146,Manual,1.8,Petrol,3000,Lower
485,vauxhall,5872.614054054054,2011,61000,Manual,1.2,Petrol,1775,Lower
486,vauxhall,5040.207920792079,2011,86000,Manual,2.0,Diesel,3495,Fair
487,vauxhall,5872.614054054054,2011,92000,Manual,1.2,Petrol,2000,Great
488,vauxhall,4687.431330472104,2011,88644,Manual,1.6,Petrol,2799,Good
489,vauxhall,5872.614054054054,2011,85188,Manual,1.2,Petrol,2399,Great
490,vauxhall,5872.614054054054,2011,67111,Manual,1.2,Petrol,2495,Lower
491,vauxhall,3086.220588235294,2011,66570,Automatic,1.7,Diesel,3199,Good
492,vauxhall,5040.207920792079,2011,83000,Automatic,2.0,Diesel,2995,Lower
493,vauxhall,5872.614054054054,2011,72000,Manual,1.4,Petrol,2495,Lower
494,vauxhall,5872.614054054054,2011,108027,Manual,1.2,Petrol,1795,Great
495,vauxhall,3086.220588235294,2011,92829,Manual,1.4,Petrol,1995,Lower
496,vauxhall,5040.207920792079,2011,110465,Manual,1.8,Petrol,1700,Lower
497,vauxhall,4687.431330472104,2011,100380,Manual,1.4,Petrol,2295,Lower
498,vauxhall,5872.614054054054,2011,65700,Manual,1.2,Petrol,2499,Great
499,vauxhall,5040.207920792079,2011,155975,Manual,2.0,Diesel,1995,Good
500,vauxhall,4687.431330472104,2011,133000,Manual,2.0,Diesel,2250,Great
501,vauxhall,4687.431330472104,2011,183000,Manual,2.0,Diesel,1695,Fair
502,vauxhall,5872.614054054054,2011,55000,Manual,1.2,Petrol,3490,Fair
503,vauxhall,5872.614054054054,2011,73230,Manual,1.2,Petrol,2500,Lower
504,vauxhall,4450.92,2011,89000,Manual,2.2,Diesel,2200,Lower
505,vauxhall,4687.431330472104,2011,54000,Manual,1.6,Petrol,3350,Lower
506,vauxhall,2624.614285714286,2011,121400,Manual,1.7,Diesel,1795,Great
507,vauxhall,5513.571428571428,2011,118000,Manual,1.6,Petrol,2995,Great
508,vauxhall,4687.431330472104,2011,110000,Manual,2.0,Diesel,2590,Great
509,vauxhall,5872.614054054054,2011,107380,Manual,1.2,Petrol,1699,Lower
510,vauxhall,5872.614054054054,2011,60000,Manual,1.2,Petrol,2995,Lower
511,vauxhall,5040.207920792079,2011,70000,Automatic,2.0,Diesel,3795,Lower
512,vauxhall,3086.220588235294,2011,91741,Manual,1.4,Petrol,2195,Great
513,vauxhall,5040.207920792079,2011,91000,Manual,2.0,Diesel,3250,Good
514,vauxhall,5040.207920792079,2011,114000,Manual,2.0,Diesel,2650,Lower
515,vauxhall,5872.614054054054,2011,115000,Manual,1.2,Petrol,1890,Great
516,vauxhall,4687.431330472104,2011,57157,Manual,1.4,Petrol,3799,Good
517,vauxhall,3086.220588235294,2011,77732,Manual,1.7,Diesel,2495,Fair
518,vauxhall,5040.207920792079,2011,98711,Manual,2.0,Diesel,3251,Great
519,vauxhall,4687.431330472104,2011,90000,Manual,1.6,Petrol,2995,Fair
520,vauxhall,4687.431330472104,2011,68000,Automatic,1.6,Petrol,4699,Good
521,vauxhall,4687.431330472104,2011,112000,Manual,1.7,Diesel,2000,Great
522,vauxhall,5872.614054054054,2011,44000,Manual,1.0,Petrol,2726,Great
523,vauxhall,4687.431330472104,2011,81141,Manual,1.6,Petrol,2650,Lower
524,vauxhall,3086.220588235294,2011,83873,Manual,1.7,Diesel,1995,Great
525,vauxhall,4687.431330472104,2011,97000,Manual,1.6,Petrol,2499,Great
526,vauxhall,4687.431330472104,2011,124000,Manual,1.6,Petrol,2195,Good
527,vauxhall,4687.431330472104,2011,135000,Manual,1.3,Diesel,1975,Fair
528,vauxhall,4687.431330472104,2011,99000,Manual,1.6,Petrol,2095,Great
529,vauxhall,2624.614285714286,2011,69000,Manual,1.7,Diesel,2990,Lower
530,vauxhall,4687.431330472104,2011,79000,Manual,1.6,Petrol,2695,Great
531,vauxhall,5040.207920792079,2011,103230,Automatic,2.0,Diesel,2800,Good
532,vauxhall,5040.207920792079,2011,64000,Manual,1.8,Petrol,3490,Good
533,vauxhall,4687.431330472104,2011,92816,Manual,2.0,Diesel,3974,Fair
534,vauxhall,5872.614054054054,2011,113842,Manual,1.3,Diesel,1695,Great
535,vauxhall,2624.614285714286,2011,75000,Manual,1.7,Diesel,2695,Lower
536,vauxhall,5872.614054054054,2011,76000,Manual,1.2,Petrol,2999,Great
537,vauxhall,4687.431330472104,2011,102000,Manual,1.7,Diesel,2790,Fair
538,vauxhall,3086.220588235294,2011,115250,Manual,1.7,Diesel,1893,Good
539,vauxhall,2624.614285714286,2011,102000,Manual,1.8,Petrol,2249,Lower
540,vauxhall,5040.207920792079,2011,60000,Automatic,2.0,Diesel,3350,Lower
541,vauxhall,5872.614054054054,2011,69677,Manual,1.2,Petrol,2495,Great
542,vauxhall,5872.614054054054,2011,72000,Manual,1.4,Petrol,2795,Good
543,vauxhall,5872.614054054054,2011,73900,Manual,1.0,Petrol,2445,Great
544,vauxhall,5872.614054054054,2011,39734,Manual,1.2,Petrol,2995,Lower
545,vauxhall,2624.614285714286,2011,58000,Manual,1.7,Diesel,3695,Lower
546,vauxhall,5872.614054054054,2011,87000,Manual,1.0,Petrol,1998,Great
547,vauxhall,5040.207920792079,2011,104427,Automatic,2.0,Diesel,3600,Great
548,vauxhall,4687.431330472104,2011,82000,Automatic,2.0,Diesel,3750,Great
549,vauxhall,3086.220588235294,2011,66117,Manual,1.4,Petrol,2353,Great
550,vauxhall,5872.614054054054,2011,101000,Manual,1.2,Petrol,1899,Great
551,vauxhall,3086.220588235294,2011,80000,Manual,1.4,Petrol,1989,Lower
552,vauxhall,5872.614054054054,2011,51112,Manual,1.7,Diesel,3499,Great
553,vauxhall,5872.614054054054,2011,50000,Manual,1.2,Petrol,2790,Great
554,vauxhall,5040.207920792079,2011,134000,Manual,2.0,Diesel,1795,Great
555,vauxhall,4687.431330472104,2011,72000,Manual,1.7,Diesel,2995,Great
556,vauxhall,5040.207920792079,2011,115123,Manual,2.0,Diesel,2195,Great
557,vauxhall,4687.431330472104,2011,105112,Manual,1.4,Petrol,1999,Great
558,vauxhall,5040.207920792079,2011,84788,Manual,1.8,Petrol,2999,Great
559,vauxhall,4687.431330472104,2011,81000,Manual,1.4,Petrol,2985,Great
560,vauxhall,5872.614054054054,2011,59095,Manual,1.2,Petrol,2795,Great
561,vauxhall,3086.220588235294,2011,95000,Manual,1.4,Petrol,1995,Lower
562,vauxhall,5872.614054054054,2011,88000,Manual,1.2,Petrol,2695,Great
563,vauxhall,2624.614285714286,2011,62000,Manual,1.7,Diesel,3300,Great
564,vauxhall,5040.207920792079,2011,124984,Automatic,2.0,Diesel,2990,Good
565,vauxhall,4687.431330472104,2011,54300,Manual,1.6,Petrol,3995,Great
566,vauxhall,4687.431330472104,2011,83796,Manual,1.6,Petrol,2595,Great
567,vauxhall,5872.614054054054,2011,97543,Manual,1.2,Petrol,2190,Good
568,vauxhall,5040.207920792079,2011,72000,Manual,2.0,Diesel,2995,Lower
569,vauxhall,4687.431330472104,2011,90255,Manual,2.0,Diesel,3898,Higher
570,vauxhall,3086.220588235294,2011,77000,Manual,1.4,Petrol,1999,Lower
571,vauxhall,5872.614054054054,2011,80000,Manual,1.2,Petrol,2295,Great
572,vauxhall,3086.220588235294,2011,121098,Manual,1.4,Petrol,1725,Great
573,vauxhall,2624.614285714286,2011,145267,Manual,1.7,Diesel,1690,Good
574,vauxhall,3086.220588235294,2011,88000,Manual,1.7,Diesel,2195,Fair
575,vauxhall,5872.614054054054,2011,89407,Manual,1.4,Petrol,2495,Great
576,vauxhall,5872.614054054054,2011,63000,Manual,1.3,Diesel,3995,Fair
577,vauxhall,4687.431330472104,2011,119380,Automatic,2.0,Diesel,3000,Fair
578,vauxhall,5040.207920792079,2011,67000,Manual,2.0,Diesel,3999,Great
579,vauxhall,5040.207920792079,2011,98000,Manual,2.0,Diesel,1850,Lower
580,vauxhall,5872.614054054054,2011,84684,Manual,1.2,Petrol,2295,Great
581,vauxhall,5040.207920792079,2011,103618,Manual,1.8,Petrol,2290,Good
582,vauxhall,4687.431330472104,2011,90100,Manual,2.0,Diesel,2750,Great
583,vauxhall,5872.614054054054,2011,124000,Manual,1.7,Diesel,1595,Great
584,vauxhall,4687.431330472104,2011,107332,Manual,1.6,Petrol,2490,Great
585,vauxhall,4687.431330472104,2011,94000,Manual,1.7,Diesel,2990,Fair
586,vauxhall,4687.431330472104,2011,60000,Automatic,1.6,Petrol,4000,Great
587,vauxhall,3086.220588235294,2011,70000,Manual,1.4,Petrol,2495,Great
588,vauxhall,5040.207920792079,2011,76711,Manual,1.8,Petrol,2650,Great
589,vauxhall,5040.207920792079,2011,94120,Manual,1.8,Petrol,2300,Great
590,vauxhall,2624.614285714286,2011,89675,Manual,1.7,Diesel,2550,Great
591,vauxhall,5872.614054054054,2011,59000,Manual,1.0,Petrol,2399,Great
592,vauxhall,4687.431330472104,2011,137000,Manual,1.6,Petrol,1791,Good
593,vauxhall,5872.614054054054,2011,71000,Manual,1.2,Petrol,2250,Lower
594,vauxhall,5872.614054054054,2011,75416,Manual,1.2,Petrol,2579,Good
595,vauxhall,5872.614054054054,2011,88819,Manual,1.2,Petrol,2000,Great
596,vauxhall,5872.614054054054,2011,62000,Manual,1.4,Petrol,2800,Great
597,vauxhall,5872.614054054054,2011,73862,Manual,1.4,Petrol,2750,Great
598,vauxhall,2624.614285714286,2011,69000,Manual,1.8,Petrol,3495,Great
599,vauxhall,5872.614054054054,2011,51000,Manual,1.0,Petrol,2995,Great
600,vauxhall,5040.207920792079,2011,77000,Manual,1.8,Petrol,2495,Great
601,vauxhall,4687.431330472104,2011,63500,Manual,1.4,Petrol,2995,Great
602,vauxhall,5040.207920792079,2011,119000,Automatic,2.0,Diesel,3000,Lower
603,vauxhall,4687.431330472104,2011,68000,Manual,2.0,Diesel,2990,Lower
604,vauxhall,4687.431330472104,2011,104414,Manual,1.6,Petrol,2850,Good
605,vauxhall,5040.207920792079,2011,73800,Manual,2.0,Diesel,3650,Good
606,vauxhall,5872.614054054054,2011,66181,Manual,1.2,Petrol,2994,Fair
607,vauxhall,5872.614054054054,2011,85000,Manual,1.2,Petrol,2299,Great
608,vauxhall,4687.431330472104,2011,127800,Manual,1.6,Petrol,1995,Great
609,vauxhall,5872.614054054054,2011,71600,Manual,1.3,Diesel,3195,Good
610,vauxhall,5872.614054054054,2011,19255,Manual,1.2,Petrol,3250,Lower
611,vauxhall,5872.614054054054,2011,71152,Manual,1.2,Petrol,2495,Great
612,vauxhall,5872.614054054054,2011,92000,Manual,1.2,Petrol,1990,Great
613,vauxhall,5872.614054054054,2011,67564,Manual,1.2,Petrol,3750,Fair
614,vauxhall,4687.431330472104,2011,103000,Manual,1.6,Petrol,1975,Great
615,vauxhall,5872.614054054054,2011,90063,Manual,1.4,Petrol,2300,Great
616,vauxhall,5040.207920792079,2011,81700,Automatic,2.0,Diesel,3195,Great
617,vauxhall,5872.614054054054,2011,88980,Manual,1.4,Petrol,2499,Great
618,vauxhall,5872.614054054054,2012,23670,Manual,1.2,Petrol,5500,Good
619,vauxhall,5040.207920792079,2012,84184,Automatic,2.0,Diesel,3795,Good
620,vauxhall,5872.614054054054,2012,85214,Manual,1.4,Petrol,2000,Lower
621,vauxhall,5872.614054054054,2012,78000,Manual,1.4,Petrol,2799,Great
622,vauxhall,5872.614054054054,2012,63000,Manual,1.3,Diesel,3190,Lower
623,vauxhall,4687.431330472104,2012,41601,Manual,1.6,Petrol,5490,Great
624,vauxhall,4687.431330472104,2012,81700,Manual,1.6,Petrol,3695,Lower
625,vauxhall,4687.431330472104,2012,76000,Manual,1.6,Petrol,2775,Lower
626,vauxhall,5872.614054054054,2012,70868,Manual,1.2,Petrol,2500,Lower
627,vauxhall,4687.431330472104,2012,99100,Manual,1.6,Petrol,2195,Lower
628,vauxhall,5872.614054054054,2012,38000,Manual,1.2,Petrol,2999,Lower
629,vauxhall,5872.614054054054,2012,43000,Manual,1.2,Petrol,3650,Good
630,vauxhall,5872.614054054054,2012,95000,Manual,1.2,Petrol,1989,Lower
631,vauxhall,4687.431330472104,2012,115000,Manual,1.6,Petrol,2495,Great
632,vauxhall,4687.431330472104,2012,57458,Manual,2.0,Diesel,4795,Fair
633,vauxhall,2624.614285714286,2012,92000,Manual,1.7,Diesel,1995,Lower
634,vauxhall,5872.614054054054,2012,87640,Manual,1.4,Petrol,2995,Good
635,vauxhall,5872.614054054054,2012,75000,Manual,1.2,Petrol,2595,Lower
636,vauxhall,5872.614054054054,2012,94989,Manual,1.0,Petrol,1995,Great
637,vauxhall,3086.220588235294,2012,60000,Manual,1.4,Petrol,2995,Great
638,vauxhall,5040.207920792079,2012,59000,Manual,2.0,Diesel,3295,Lower
639,vauxhall,5872.614054054054,2012,61000,Manual,1.0,Petrol,2695,Lower
640,vauxhall,5872.614054054054,2012,72809,Manual,1.2,Petrol,3499,Great
641,vauxhall,4687.431330472104,2012,66810,Manual,1.6,Petrol,5000,Fair
642,vauxhall,5872.614054054054,2012,69000,Manual,1.2,Petrol,2993,Good
643,vauxhall,4450.92,2012,80000,Manual,2.2,Diesel,4999,Good
644,vauxhall,4687.431330472104,2012,115000,Manual,2.0,Diesel,2999,Great
645,vauxhall,4687.431330472104,2012,81000,Manual,1.6,Petrol,3495,Lower
646,vauxhall,4687.431330472104,2012,94000,Manual,1.7,Diesel,2995,Lower
647,vauxhall,5872.614054054054,2012,75000,Manual,1.4,Petrol,3250,Good
648,vauxhall,5872.614054054054,2012,54000,Manual,1.4,Petrol,2395,Lower
649,vauxhall,4687.431330472104,2012,70000,Manual,1.4,Petrol,3899,Good
650,vauxhall,5040.207920792079,2012,64000,Manual,2.0,Diesel,4895,Fair
651,vauxhall,2624.614285714286,2012,109500,Manual,1.7,Diesel,1995,Lower
652,vauxhall,2624.614285714286,2012,72334,Manual,1.6,Petrol,3499,Great
653,vauxhall,5872.614054054054,2012,44510,Manual,1.2,Petrol,2995,Lower
654,vauxhall,4687.431330472104,2012,89706,Manual,2.0,Diesel,3450,Lower
655,vauxhall,5040.207920792079,2012,100000,Manual,2.0,Diesel,2500,Great
656,vauxhall,5872.614054054054,2012,47273,Manual,1.2,Petrol,3480,Great
657,vauxhall,4687.431330472104,2012,69872,Manual,1.4,Petrol,3295,Lower
658,vauxhall,4687.431330472104,2012,94355,Automatic,2.0,Diesel,2799,Lower
659,vauxhall,5872.614054054054,2012,49543,Automatic,1.4,Petrol,4995,Great
660,vauxhall,5872.614054054054,2012,69500,Manual,1.7,Diesel,3500,Great
661,vauxhall,5872.614054054054,2012,77000,Manual,1.4,Petrol,2989,Great
662,vauxhall,5040.207920792079,2012,144294,Manual,2.0,Diesel,1695,Great
663,vauxhall,5872.614054054054,2012,84429,Manual,1.4,Petrol,2791,Good
664,vauxhall,5040.207920792079,2012,112305,Manual,2.0,Diesel,3273,Fair
665,vauxhall,5872.614054054054,2012,100274,Manual,1.2,Petrol,2495,Great
666,vauxhall,5872.614054054054,2012,42000,Manual,1.2,Petrol,4450,Great
667,vauxhall,4687.431330472104,2012,87890,Manual,1.6,Petrol,2999,Lower
668,vauxhall,4687.431330472104,2012,117610,Manual,1.6,Petrol,2595,Great
669,vauxhall,4687.431330472104,2012,72000,Manual,1.4,Petrol,3495,Great
670,vauxhall,5872.614054054054,2012,65600,Manual,1.2,Petrol,3395,Fair
671,vauxhall,5040.207920792079,2012,99000,Manual,2.0,Diesel,2695,Lower
672,vauxhall,3086.220588235294,2012,96350,Manual,1.7,Diesel,2687,Good
673,vauxhall,5513.571428571428,2012,157956,Manual,2.0,Diesel,2975,Fair
674,vauxhall,4687.431330472104,2012,71000,Manual,1.6,Petrol,3999,Good
675,vauxhall,5040.207920792079,2012,127000,Manual,2.0,Diesel,2395,Fair
676,vauxhall,4687.431330472104,2012,102000,Manual,1.6,Petrol,2490,Great
677,vauxhall,5513.571428571428,2012,49200,Manual,2.0,Diesel,3995,Lower
678,vauxhall,4687.431330472104,2012,103000,Manual,1.3,Diesel,2999,Fair
679,vauxhall,5872.614054054054,2012,96000,Manual,1.2,Petrol,2450,Great
680,vauxhall,5872.614054054054,2012,70582,Manual,1.2,Petrol,3190,Great
681,vauxhall,4687.431330472104,2012,79441,Manual,1.4,Petrol,2795,Lower
682,vauxhall,5872.614054054054,2012,65000,Manual,1.2,Petrol,2995,Lower
683,vauxhall,5513.571428571428,2012,86000,Manual,1.4,Petrol,3770,Lower
684,vauxhall,4687.431330472104,2012,82847,Manual,1.7,Diesel,3490,Good
685,vauxhall,5513.571428571428,2012,105000,Manual,1.4,Petrol,3350,Great
686,vauxhall,4450.92,2012,65000,Manual,2.2,Diesel,4385,Lower
687,vauxhall,5872.614054054054,2012,37299,Manual,1.2,Petrol,4249,Fair
688,vauxhall,3086.220588235294,2012,82148,Manual,1.7,Diesel,2290,Great
689,vauxhall,7289.470588235295,2012,107548,Automatic,2.0,Diesel,3795,Lower
690,vauxhall,5872.614054054054,2012,118022,Manual,1.3,Diesel,2495,Fair
691,vauxhall,4687.431330472104,2012,73000,Manual,1.4,Petrol,2995,Lower
692,vauxhall,4687.431330472104,2012,80000,Manual,1.6,Petrol,3350,Lower
693,vauxhall,5872.614054054054,2012,101000,Manual,1.2,Petrol,2095,Great
694,vauxhall,4687.431330472104,2012,86000,Automatic,2.0,Diesel,4995,Good
695,vauxhall,5040.207920792079,2012,81704,Manual,2.0,Diesel,3770,Good
696,vauxhall,5872.614054054054,2012,70000,Manual,1.2,Petrol,3495,Great
697,vauxhall,5872.614054054054,2012,66000,Manual,1.2,Petrol,2695,Great
698,vauxhall,4687.431330472104,2012,99234,Manual,1.7,Diesel,2000,Lower
699,vauxhall,4687.431330472104,2012,63000,Manual,1.4,Petrol,3995,Great
700,vauxhall,3086.220588235294,2012,98000,Manual,1.4,Petrol,2145,Great
701,vauxhall,4687.431330472104,2012,47496,Manual,1.6,Petrol,4995,Lower
702,vauxhall,5872.614054054054,2012,48008,Manual,1.2,Petrol,3495,Great
703,vauxhall,4687.431330472104,2012,110000,Manual,1.7,Diesel,2890,Great
704,vauxhall,5872.614054054054,2012,119000,Manual,1.3,Diesel,1689,Great
705,vauxhall,4687.431330472104,2012,116000,Manual,2.0,Diesel,3499,Higher
706,vauxhall,5872.614054054054,2012,94043,Manual,1.2,Petrol,2491,Fair
707,vauxhall,4687.431330472104,2012,77000,Manual,1.6,Petrol,3490,Great
708,vauxhall,4687.431330472104,2012,100000,Manual,2.0,Diesel,2690,Great
709,vauxhall,4687.431330472104,2012,55000,Manual,1.4,Petrol,4195,Good
710,vauxhall,5872.614054054054,2012,77000,Manual,1.3,Diesel,1896,Lower
711,vauxhall,3086.220588235294,2012,51000,Manual,1.4,Petrol,3299,Lower
712,vauxhall,3086.220588235294,2012,91000,Manual,1.4,Petrol,2495,Good
713,vauxhall,3086.220588235294,2012,71000,Manual,1.4,Petrol,2500,Great
714,vauxhall,6936.854166666668,2012,64319,Manual,1.6,Petrol,5450,Great
715,vauxhall,5040.207920792079,2012,107000,Manual,2.0,Diesel,2980,Lower
716,vauxhall,3086.220588235294,2012,88400,Automatic,1.7,Diesel,2750,Great
717,vauxhall,3086.220588235294,2012,75000,Manual,1.7,Diesel,2295,Lower
718,vauxhall,5872.614054054054,2012,82000,Manual,1.2,Petrol,2995,Great
719,vauxhall,4687.431330472104,2012,47696,Manual,1.6,Petrol,4400,Lower
720,vauxhall,4687.431330472104,2012,47000,Manual,1.6,Petrol,4295,Lower
721,vauxhall,5040.207920792079,2012,71398,Manual,1.8,Petrol,3495,Fair
722,vauxhall,5872.614054054054,2012,63000,Manual,1.4,Petrol,3995,Fair
723,vauxhall,2624.614285714286,2012,80000,Manual,1.7,Diesel,3195,Fair
724,vauxhall,5872.614054054054,2012,68567,Manual,1.0,Petrol,2891,Fair
725,vauxhall,5040.207920792079,2012,126000,Manual,2.0,Diesel,2395,Great
726,vauxhall,5872.614054054054,2012,116275,Manual,1.2,Diesel,1995,Fair
727,vauxhall,5513.571428571428,2012,72000,Manual,1.4,Petrol,4700,Good
728,vauxhall,5040.207920792079,2012,102000,Manual,2.0,Diesel,1995,Lower
729,vauxhall,5872.614054054054,2012,74000,Manual,1.2,Petrol,2690,Great
730,vauxhall,5872.614054054054,2012,80000,Manual,1.2,Petrol,1950,Lower
731,vauxhall,4450.92,2012,145000,Manual,2.2,Diesel,3295,Great
732,vauxhall,3086.220588235294,2012,49188,Manual,1.4,Petrol,3700,Great
733,vauxhall,5872.614054054054,2012,42000,Manual,1.2,Petrol,4450,Lower
734,vauxhall,5872.614054054054,2012,90000,Automatic,1.4,Petrol,3499,Good
735,vauxhall,5872.614054054054,2012,78634,Manual,1.3,Diesel,2499,Great
736,vauxhall,5872.614054054054,2012,65000,Manual,1.4,Petrol,3295,Great
737,vauxhall,4687.431330472104,2012,91714,Manual,1.6,Petrol,2790,Lower
738,vauxhall,5040.207920792079,2012,91000,Manual,2.0,Diesel,3990,Great
739,vauxhall,5872.614054054054,2012,71000,Manual,1.2,Petrol,2995,Great
740,vauxhall,4687.431330472104,2012,98000,Manual,1.7,Diesel,3395,Good
741,vauxhall,5872.614054054054,2012,62940,Manual,1.2,Petrol,2595,Lower
742,vauxhall,4687.431330472104,2012,99000,Manual,1.6,Petrol,2499,Lower
743,vauxhall,5872.614054054054,2012,71619,Automatic,1.4,Petrol,3895,Fair
744,vauxhall,7289.470588235295,2012,145000,Manual,2.0,Diesel,3995,Fair
745,vauxhall,5872.614054054054,2012,73000,Manual,1.2,Petrol,2995,Good
746,vauxhall,4687.431330472104,2012,83342,Manual,1.4,Petrol,2995,Great
747,vauxhall,4687.431330472104,2012,58000,Manual,1.6,Petrol,3990,Lower
748,vauxhall,4687.431330472104,2012,44000,Manual,1.4,Petrol,4890,Fair
749,vauxhall,5040.207920792079,2012,93266,Manual,2.0,Diesel,2990,Great
750,vauxhall,5872.614054054054,2012,101000,Manual,1.0,Petrol,1695,Great
751,vauxhall,4450.92,2012,103000,Manual,2.2,Diesel,4285,Good
752,vauxhall,5872.614054054054,2012,107000,Manual,1.2,Petrol,1950,Great
753,vauxhall,5872.614054054054,2012,85000,Manual,1.0,Petrol,1791,Lower
754,vauxhall,5872.614054054054,2012,106450,Manual,1.2,Petrol,1750,Lower
755,vauxhall,5872.614054054054,2012,58950,Manual,1.4,Petrol,3999,Fair
756,vauxhall,3086.220588235294,2012,82000,Manual,1.4,Petrol,2890,Good
757,vauxhall,4687.431330472104,2012,51542,Automatic,2.0,Diesel,6299,Great
